objectID,accessionNumber,additionalImages,artistAlphaSort,artistBeginDate,artistDisplayBio,artistDisplayName,artistEndDate,artistNationality,artistPrefix,artistRole,artistSuffix,city,classification,constituents,country,county,creditLine,culture,department,dimensions,dynasty,excavation,geographyType,isHighlight,isPublicDomain,linkResource,locale,locus,medium,metadataDate,objectBeginDate,objectDate,objectEndDate,objectName,objectURL,period,portfolio,primaryImage,primaryImageSmall,region,reign,repository,rightsAndReproduction,river,state,subregion,tags,title
3052,"Inst.67.15.73a, b",[],,,,,,,,,,Paris,Ceramics,,France,,"Gift of Mrs. Alan W. Carrick, 1967",French,The American Wing,4 1/4 x 3 1/4 x 2 1/2 in. (10.8 x 8.3 x 6.4 cm),,,Made in,FALSE,FALSE,,,,Porcelain,2019-04-06T05:50:06.11Z,1815,1815–30,1830,Custard cup,https://www.metmuseum.org/art/collection/search/3052,,,,,Île-de-France,,"Metropolitan Museum of Art, New York, NY",,,,,[],Custard Cup
3053,"Inst.67.15.74a, b",[],,,,,,,,,,,Ceramics,,Bernard Turner,,"Gift of Mrs. Alan W. Carrick, 1967",French,The American Wing,4 1/4 x 3 1/4 x 2 1/2 in. (10.8 x 8.3 x 6.4 cm),,,(none assigned),FALSE,FALSE,,,,Porcelain,2019-04-06T05:50:07.173Z,1815,1815–30,1830,Custard cup,https://www.metmuseum.org/art/collection/search/3053,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Custard Cup
3054,"Inst.67.15.75a, b",[],,,,,,,,,,Paris,Ceramics,,France,,"Gift of Mrs. Alan W. Carrick, 1967",French,The American Wing,4 1/4 x 3 1/4 x 2 1/2 in. (10.8 x 8.3 x 6.4 cm),,,Made in,FALSE,FALSE,,,,Porcelain,2019-04-06T05:50:08.283Z,1815,1815–30,1830,Custard cup,https://www.metmuseum.org/art/collection/search/3054,,,,,Île-de-France,,"Metropolitan Museum of Art, New York, NY",,,,,[],Custard Cup
3055,"Inst.67.15.76a, b",[],,,,,,,,,,Paris,Ceramics,,France,,"Gift of Mrs. Alan W. Carrick, 1967",French,The American Wing,4 1/4 x 3 1/4 x 2 1/2 in. (10.8 x 8.3 x 6.4 cm),,,Made in,FALSE,FALSE,,,,Porcelain,2019-04-06T05:50:09.36Z,1815,1815–30,1830,Custard cup,https://www.metmuseum.org/art/collection/search/3055,,,,,Île-de-France,,"Metropolitan Museum of Art, New York, NY",,,,,[],Custard Cup
3056,"Inst.67.15.77a, b",[],,,,,,,,,,,Ceramics,,Harold Copping,,"Gift of Mrs. Alan W. Carrick, 1967",French,The American Wing,4 1/4 x 3 1/4 x 2 1/2 in. (10.8 x 8.3 x 6.4 cm),,,(none assigned),FALSE,FALSE,,,,Porcelain,2019-04-06T05:50:10.61Z,1815,1815–30,1830,Custard cup,https://www.metmuseum.org/art/collection/search/3056,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Custard Cup
3057,"Inst.67.15.78a, b",[],,,,,,,,,,Paris,Ceramics,,France,,"Gift of Mrs. Alan W. Carrick, 1967",French,The American Wing,4 1/4 x 3 1/4 x 2 1/2 in. (10.8 x 8.3 x 6.4 cm),,,Made in,FALSE,FALSE,,,,Porcelain,2019-04-06T05:50:11.72Z,1815,1815–30,1830,Custard cup,https://www.metmuseum.org/art/collection/search/3057,,,,,Île-de-France,,"Metropolitan Museum of Art, New York, NY",,,,,[],Custard Cup
3058,"Inst.67.15.79a, b",[],,,,,,,,,,Paris,Ceramics,,France,,"Gift of Mrs. Alan W. Carrick, 1967",French,The American Wing,4 1/4 x 3 1/4 x 2 1/2 in. (10.8 x 8.3 x 6.4 cm),,,Made in,FALSE,TRUE,,,,Porcelain,2019-04-06T05:50:12.8Z,1815,1815–30,1830,Custard cup,https://www.metmuseum.org/art/collection/search/3058,,,https://images.metmuseum.org/CRDImages/ad/original/DP260332.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP260332.jpg,Île-de-France,,"Metropolitan Museum of Art, New York, NY",,,,,"['Leaves', 'Cups']",Custard Cup
3059,"33.120.261a, b",[],,,,,,,,,,,Silver,,,,"Bequest of Alphonso T. Clearwater, 1933",,The American Wing,L. 9 1/2 in. (24.1 cm),,,,FALSE,TRUE,,,,Silver,2019-04-06T05:50:13.83Z,1770,1770–1800,1800,Dagger,https://www.metmuseum.org/art/collection/search/3059,,,https://images.metmuseum.org/CRDImages/ad/original/98387.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/98387.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Daggers'],Dagger and Sheath
3060,83.2.463,[],"Chardigny, Pierre Joseph",1794,1794–1866,Pierre Joseph Chardigny,1866,,,Maker,,,Sculpture,"[{'role': 'Maker', 'name': 'Pierre Joseph Chardigny'}]",France,,"Gift of William H. Huntington, 1883",,The American Wing,H. 5 3/8 in. (13.7 cm),,,Made in,FALSE,TRUE,,,,Waxed plaster,2019-04-06T05:50:14.767Z,1853,1853,1853,Bust,https://www.metmuseum.org/art/collection/search/3060,,,https://images.metmuseum.org/CRDImages/ad/original/34240.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/34240.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Men', 'Portraits']",Bust of Daniel Webster
3061,39.73,"['https://images.metmuseum.org/CRDImages/ad/original/161751.jpg', 'https://images.metmuseum.org/CRDImages/ad/original/118177.jpg']",,,,,,,,,,New York,Silver,,United States,,"Rogers Fund, 1939",American,The American Wing,2 3/16 x 21 x 1 1/16 in. (5.6 x 53.3 x 2.7 cm); 3 oz. 8 dwt. (106.1 g),,,Probably made in,FALSE,TRUE,,,,Silver,2019-04-06T05:50:15.94Z,1710,1710–1735,1735,Pipe,https://www.metmuseum.org/art/collection/search/3061,,,https://images.metmuseum.org/CRDImages/ad/original/DP242557.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP242557.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,New York,,"['Utilitarian Objects', 'Flowers']",Pipe
3062,13.31.11,[],,,,,,,,,,,Glass,,United States,,"Rogers Fund, 1913",American,The American Wing,H. 9 3/ 4in. (24.8 cm),,,Made in,FALSE,TRUE,,,,Blown molded lead glass,2019-04-06T05:50:17.063Z,1820,1820–40,1840,Decanter,https://www.metmuseum.org/art/collection/search/3062,,,https://images.metmuseum.org/CRDImages/ad/original/15047.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/15047.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Utilitarian Objects', 'Diamonds']",Decanter
3063,13.179.180,[],,,,,,,,,,,Glass,,United States,,"Gift of Frederick W. Hunter, 1913",American,The American Wing,H. 3 in. (7.6 cm),,,Made in,FALSE,FALSE,,,,Free-blown glass,2019-04-06T05:50:18.05Z,1700,1700–1900,1900,Decanter,https://www.metmuseum.org/art/collection/search/3063,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Decanter
3064,"26.126.2a, .1b",[],,,,,,,,,,Pittsburgh,Glass,,United States,,"Gift of Mrs. John Bremond and Mrs. John Emory Meek, 1926",American,The American Wing,H. 10 in. (25.4 cm),,,Probably made in,FALSE,TRUE,,,,Blown lead glass,2019-04-06T05:50:18.97Z,1815,1815–40,1840,Decanter,https://www.metmuseum.org/art/collection/search/3064,,,https://images.metmuseum.org/CRDImages/ad/original/63693.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/63693.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,['Utilitarian Objects'],Decanter
3065,"69.205.12a, b",[],,,,,,,,,,,Glass,,United States,,"Gift of Mr. and Mrs. William Katzenbach, 1969",American,The American Wing,H. 11 3/4 in. (29.8 cm),,,Probably made in,FALSE,TRUE,,,,Blown and cut glass,2019-04-06T05:50:20.19Z,1810,1810–30,1830,Decanter,https://www.metmuseum.org/art/collection/search/3065,,,https://images.metmuseum.org/CRDImages/ad/original/191899.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/191899.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Decanter
3066,"1970.126.3a, b",[],,,,,,,,,,,Glass,,United States,,"Gift of Mrs. B. Langdon Tyler and Mrs. William Floyd Nichols, 1970",American,The American Wing,H. 12 1/16 in. (30.6 cm); Diam. 4 3/8 in. (11.1 cm),,,Made in,FALSE,FALSE,,,,Blown glass,2019-04-06T05:50:21.157Z,1800,19th century,1900,Decanter,https://www.metmuseum.org/art/collection/search/3066,,,,,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,['Utilitarian Objects'],Decanter
3067,"1970.289.4a, b",[],,,,,,,,,,,Glass,,United States,,"Gift of Mrs. Paul Moore, 1970",American,The American Wing,H. 11 in. (27.9 cm),,,Made in,FALSE,FALSE,,,,Blown molded lead glass,2019-04-06T05:50:22.407Z,1820,1820–40,1840,Decanter,https://www.metmuseum.org/art/collection/search/3067,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Decanter
3068,"1970.289.5a, b",[],,,,,,,,,,,Glass,,United States,,"Gift of Mrs. Paul Moore, 1970",American,The American Wing,H. 11 in. (27.9 cm),,,Made in,FALSE,TRUE,,,,Blown molded lead glass,2019-04-06T05:50:23.407Z,1820,1820–40,1840,Decanter,https://www.metmuseum.org/art/collection/search/3068,,,https://images.metmuseum.org/CRDImages/ad/original/195034.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/195034.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Decanter
3069,"1980.502.24a, b",[],,,,,,,,,,,Glass,,United States,,"Gift of Henry G. Schiff, 1980",American,The American Wing,H. 9 1/4 in. (23.5 cm),,,Probably made in,FALSE,TRUE,,,,Blown-molded glass,2019-04-06T05:50:24.487Z,1815,1815–40,1815,Decanter,https://www.metmuseum.org/art/collection/search/3069,,,https://images.metmuseum.org/CRDImages/ad/original/DP206749.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP206749.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,"['Utilitarian Objects', 'Diamonds']",Decanter
3070,"1980.502.25a, b",[],,,,,,,,,,,Glass,,United States,,"Gift of Henry G. Schiff, 1980",American,The American Wing,H. 7 1/4 in. (18.4 cm),,,Made in,FALSE,FALSE,,,,Blown molded glass,2019-04-06T05:50:25.47Z,1800,1800–1900,1900,Decanter,https://www.metmuseum.org/art/collection/search/3070,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Decanter
3071,1980.502.26,['https://images.metmuseum.org/CRDImages/ad/original/ADA2774.jpg'],Keene Glass Works,1815,1815–41,Keene Glass Works,1815,,Probably,Manufacturer,,Keene,Glass,"[{'role': 'Manufacturer', 'name': 'Probably Keene Glass Works'}]",United States,,"Gift of Henry G. Schiff, 1980",American,The American Wing,H. 7 in. (17.8 cm),,,Made in,FALSE,TRUE,,,,Blown-molded glass,2019-04-06T05:50:26.487Z,1815,1815–41,1841,Decanter,https://www.metmuseum.org/art/collection/search/3071,,,https://images.metmuseum.org/CRDImages/ad/original/DP206748.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP206748.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,New Hampshire,,['Utilitarian Objects'],Decanter
3072,1980.502.27,[],,,,,,,,,,,Glass,,United States,,"Gift of Henry G. Schiff, 1980",American,The American Wing,H. 7 in. (17.8 cm),,,Made in,FALSE,FALSE,,,,Blown molded glass,2019-04-06T05:50:27.783Z,1800,1800–1900,1900,Decanter,https://www.metmuseum.org/art/collection/search/3072,,,,,,,"Metropolitan Museum of Art, New York, NY",,,,,[],Decanter
3073,1983.525,['https://images.metmuseum.org/CRDImages/ad/original/DP207379.jpg'],,,,,,,,,,Pittsburgh,Glass,,United States,,"Purchase, Heinz L. Stoppelman Gift, 1983",American,The American Wing,H. 8 3/8 in. (21.3 cm),,,Probably made in,FALSE,TRUE,,,,Blown and engraved glass,2019-04-06T05:50:28.767Z,1815,1815–35,1835,Decanter,https://www.metmuseum.org/art/collection/search/3073,,,https://images.metmuseum.org/CRDImages/ad/original/DP207373.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP207373.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,"['Utilitarian Objects', 'Birds', 'Emblems']",Decanter
3074,"1974.145a, b",[],"Bakewell, Page & Bakewell",1808,1808–1882,"Bakewell, Page & Bakewell",1882,,Possibly,Maker,,Pittsburgh,Glass,"[{'role': 'Maker', 'name': 'Possibly Bakewell, Page &amp; Bakewell'}]",United States,,"Purchase, Paul Peralta-Ramos Gift, 1974",American,The American Wing,H. 10 1/4 in. (26 cm),,,Made in,FALSE,TRUE,,,,Blown and cut glass,2019-04-06T05:50:29.8Z,1820,1820–35,1835,Decanter,https://www.metmuseum.org/art/collection/search/3074,,,https://images.metmuseum.org/CRDImages/ad/original/203876.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/203876.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,['Bottles'],Decanter
3075,"1970.188.1a, b",[],Boston and Sandwich Glass Company,1825,"American, 1825–1888, Sandwich, Massachusetts",Boston & Sandwich Glass Company,1888,,Probably,Maker,,Sandwich,Glass,"[{'role': 'Maker', 'name': 'Probably Boston &amp; Sandwich Glass Company'}]",United States,,"Purchase, Paul Peralta Ramos Gift, 1970",American,The American Wing,H. 11 1/4 in. (28.6 cm),,,Made in,FALSE,TRUE,,,,Blown molded lead glass,2019-04-06T05:50:30.813Z,1830,1830–40,1840,Decanter,https://www.metmuseum.org/art/collection/search/3075,,,https://images.metmuseum.org/CRDImages/ad/original/194003.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/194003.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,['Bottles'],Decanter
3076,"1970.188.2a, b",['https://images.metmuseum.org/CRDImages/ad/original/ADA3624.jpg'],Boston and Sandwich Glass Company,1825,"American, 1825–1888, Sandwich, Massachusetts",Boston & Sandwich Glass Company,1888,,Probably,Maker,,Sandwich,Glass,"[{'role': 'Maker', 'name': 'Probably Boston &amp; Sandwich Glass Company'}]",United States,,"Purchase, Paul Peralta Ramos Gift, 1970",American,The American Wing,H. 11 1/4 in. (28.6 cm),,,Made in,FALSE,TRUE,,,,Blown-molded glass,2019-04-06T05:50:32.08Z,1825,1825–45,1825,Decanter,https://www.metmuseum.org/art/collection/search/3076,,,https://images.metmuseum.org/CRDImages/ad/original/DP206736.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP206736.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,['Utilitarian Objects'],Decanter
3077,"1980.502.31a, b",[],Boston and Sandwich Glass Company,1825,"American, 1825–1888, Sandwich, Massachusetts",Boston & Sandwich Glass Company,1888,,,Maker,,Sandwich,Glass,"[{'role': 'Maker', 'name': 'Boston &amp; Sandwich Glass Company'}]",United States,,"Gift of Henry G. Schiff, 1980",American,The American Wing,H. 2 15/16 in. (7.5 cm),,,Made in,FALSE,TRUE,,,,Blown-molded glass,2019-04-06T05:50:33.19Z,1825,1825–40,1840,Toy decanter,https://www.metmuseum.org/art/collection/search/3077,,,https://images.metmuseum.org/CRDImages/ad/original/DP206746.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP206746.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,['Utilitarian Objects'],Toy decanter
3078,1980.502.34,[],Boston and Sandwich Glass Company,1825,"American, 1825–1888, Sandwich, Massachusetts",Boston & Sandwich Glass Company,1888,,,Maker,,Sandwich,Glass,"[{'role': 'Maker', 'name': 'Boston &amp; Sandwich Glass Company'}]",United States,,"Gift of Henry G. Schiff, 1980",American,The American Wing,H. 5 1/4 in. (13.3 cm),,,Made in,FALSE,TRUE,,,,Blown molded glass,2019-04-06T05:50:34.25Z,1825,1825–92,1892,Decanter,https://www.metmuseum.org/art/collection/search/3078,,,https://images.metmuseum.org/CRDImages/ad/original/253762.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/253762.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,['Utilitarian Objects'],Decanter
3079,"1972.266.1a, b",[],Jersey Glass Company,1824,1824–1862,Jersey Glass Company of George Dummer,1862,,Probably manufactured by,Manufacturer,,Jersey City,Glass,"[{'role': 'Manufacturer', 'name': 'Probably manufactured by Jersey Glass Company of George Dummer'}]",United States,,"Gift of Berry B. Tracy, 1972",American,The American Wing,H. 10 5/8 in. (27 cm); Diam. 4 in. (10.2 cm),,,Made in,FALSE,TRUE,,,,Blown and cut glass,2019-04-06T05:50:35.3Z,1824,ca. 1824–40,1840,Decanter,https://www.metmuseum.org/art/collection/search/3079,,,https://images.metmuseum.org/CRDImages/ad/original/199486.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/199486.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,New Jersey,,['Utilitarian Objects'],Decanter
3080,"67.7.22a, b",['https://images.metmuseum.org/CRDImages/ad/original/DT2972.jpg'],"Lapham, George Franklin",1836,1836–80s,George Franklin Lapham,1880,,,Decorator,,Sandwich,Glass,"[{'role': 'Decorator', 'name': 'George Franklin Lapham'}, {'role': 'Manufacturer', 'name': 'Boston &amp; Sandwich Glass Company'}]",United States,,"Funds from various donors, 1967",American,The American Wing,H. 7 3/16 in. (18.3 cm); Diam. 3 1/4 in. (8.3 cm),,,Made in,FALSE,TRUE,,,,"Blown, cut, and engraved glass",2019-04-06T05:50:36.3Z,1867,1867,1867,Decanter,https://www.metmuseum.org/art/collection/search/3080,,,https://images.metmuseum.org/CRDImages/ad/original/DP208128.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP208128.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,"['Utilitarian Objects', 'Flowers']",Decanter
3081,1981.125,[],South Boston Flint Glass Works,,,South Boston Flint Glass Works,9999,,,Maker,,Boston,Glass,"[{'role': 'Maker', 'name': 'South Boston Flint Glass Works'}]",United States,,"Friends of the American Wing Fund, 1981",American,The American Wing,H. 10 in. (25.4 cm); Diam. 5 1/4 in. (13.3 cm),,,Made in,FALSE,FALSE,,,,Blown glass with applied decoration,2019-04-06T05:50:37.36Z,1810,ca. 1813–30,1830,Decanter,https://www.metmuseum.org/art/collection/search/3081,,,,,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,['Utilitarian Objects'],Decanter
3082,46.140.306,[],,,,,,,,,,Pittsburgh,Glass,,United States,,"Gift of Mrs. Emily Winthrop Miles, 1946",American,The American Wing,H. 10 3/16 in. (25.9 cm),,,Made in,FALSE,TRUE,,,,Pressed glass,2019-04-06T05:50:38.33Z,1840,1840–50,1850,Decanter,https://www.metmuseum.org/art/collection/search/3082,,,https://images.metmuseum.org/CRDImages/ad/original/174858.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/174858.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,['Utilitarian Objects'],Decanter
3083,46.140.307,[],,,,,,,,,,Pittsburgh,Glass,,United States,,"Gift of Mrs. Emily Winthrop Miles, 1946",American,The American Wing,H. 10 3/16 in. (25.9 cm),,,Made in,FALSE,TRUE,,,,Pressed glass,2019-04-06T05:50:39.423Z,1840,1840–50,1850,Decanter,https://www.metmuseum.org/art/collection/search/3083,,,https://images.metmuseum.org/CRDImages/ad/original/174858.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/174858.jpg,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,['Utilitarian Objects'],Decanter
3084,"1970.126.2a, b",[],,,,,,,,,,,Glass,,United States,,"Gift of Mrs. B. Langdon Tyler and Mrs. William Floyd Nichols, 1970",American,The American Wing,H. 12 1/16 in. (30.6 cm); Diam. 4 1/2 in. (11.4 cm),,,Made in,FALSE,FALSE,,,,Blown glass,2019-04-06T05:50:40.423Z,1800,19th century,1900,Decanter,https://www.metmuseum.org/art/collection/search/3084,,,,,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,Pennsylvania,,['Utilitarian Objects'],Decanter
3085,1978.504.1,[],,,,,,,,,,,Glass,,Czech Republic,,"Gift of Mrs. Maurice Blin, 1978",Bohemian,The American Wing,H. 9 5/16 in. (23.7 cm); Diam. 3 3/4 in. (9.5 cm),,,Made in,FALSE,TRUE,,,,"Blown, cut, and engraved glass",2019-04-06T05:50:41.673Z,1790,1790–1810,1810,Decanter,https://www.metmuseum.org/art/collection/search/3085,,,https://images.metmuseum.org/CRDImages/ad/original/DP207325.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP207325.jpg,Bohemia,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Decanter
3086,1978.504.2,[],,,,,,,,,,,Glass,,England,,"Gift of Mrs. Maurice Blin, 1978",British or Czech,The American Wing,Overall without stopper: H. 9 5/16 in. (23.7 cm); Diam. 3 3/4 in. (9.5 cm),,,Possibly made in,FALSE,TRUE,,,,Blown glass,2019-04-06T05:50:42.673Z,1790,1790–1810,1810,Decanter,https://www.metmuseum.org/art/collection/search/3086,,,https://images.metmuseum.org/CRDImages/ad/original/216695.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/216695.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Decanter
3087,45.44,[],"Boudo, Louis",1786,1786–1827,Louis Boudo,1827,,,Maker,,Charleston,Silver,"[{'role': 'Maker', 'name': 'Louis Boudo'}]",United States,,"Anonymous Gift, 1945",American,The American Wing,2 3/4 x 1 1/16 x 2 1/16 in. (7 x 2.7 x 5.2 cm); 5 dwt. (8 g),,,Made in,FALSE,TRUE,,,,Silver,2019-04-06T05:50:43.783Z,1810,1810–25,1825,Decanter Label,https://www.metmuseum.org/art/collection/search/3087,,,https://images.metmuseum.org/CRDImages/ad/original/134162.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/134162.jpg,Southern,,"Metropolitan Museum of Art, New York, NY",,,South Carolina,,['Utilitarian Objects'],Decanter Label
3089,"36.138a, b",[],,,,,,,,,,,Glass,,United States,,"Rogers Fund, 1936",American,The American Wing,H. 9 1/4 in. (23.5 cm),,,Made in,FALSE,TRUE,,,,Blown molded lead glass,2019-04-06T05:50:44.923Z,1820,1820–40,1840,Decanter,https://www.metmuseum.org/art/collection/search/3089,,,https://images.metmuseum.org/CRDImages/ad/original/109469.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/109469.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Decanter
3090,"46.140.799a, b",[],,,,,,,,,,,Glass,,United States,,"Gift of Mrs. Emily Winthrop Miles, 1946",American,The American Wing,H. 11 5/8 in. (29.5 cm),,,Made in,FALSE,TRUE,,,,Pressed glass,2019-04-06T05:50:46.393Z,1850,1850–70,1870,Decanter,https://www.metmuseum.org/art/collection/search/3090,,,https://images.metmuseum.org/CRDImages/ad/original/187141.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/187141.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Decanter
3091,"46.140.800a, b",[],,,,,,,,,,,Glass,,,,"Gift of Mrs. Emily Winthrop Miles, 1946",,The American Wing,H. 11 5/8 in. (29.5 cm),,,,FALSE,TRUE,,,,Pressed glass,2019-04-06T05:50:47.36Z,1850,1850–70,1870,Decanter,https://www.metmuseum.org/art/collection/search/3091,,,https://images.metmuseum.org/CRDImages/ad/original/DP235366.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP235366.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,"['Utilitarian Objects', 'Fluting', 'Flowers']",Decanter
3092,"59.174a, b",[],,,,,,,,,,,Glass,,United States,,"Gift of Mrs. E. F. Walton, 1959",American,The American Wing,H. 16 7/8 in. (42.9 cm); Diam. 7 5/8 in. (19.4 cm),,,Made in,FALSE,TRUE,,,,Blown glass,2019-04-06T05:50:48.377Z,1800,1800–1830,1830,Decanter,https://www.metmuseum.org/art/collection/search/3092,,,https://images.metmuseum.org/CRDImages/ad/original/169901.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/169901.jpg,,,"Metropolitan Museum of Art, New York, NY",,,,,['Utilitarian Objects'],Decanter
3094,"67.7.13a, b",[],Boston and Sandwich Glass Company,1825,"American, 1825–1888, Sandwich, Massachusetts",Boston & Sandwich Glass Company,1888,,,Manufacturer,,Sandwich,Glass,"[{'role': 'Manufacturer', 'name': 'Boston &amp; Sandwich Glass Company'}]",United States,,"Funds from various donors, 1967",American,The American Wing,H. 12 3/4 in. (32.4 cm); Diam. 3 7/16 in. (8.7 cm),,,Made in,FALSE,TRUE,,,,"Blown, cut, and engraved glass",2019-04-06T05:50:49.47Z,1864,ca. 1867,1867,Decanter,https://www.metmuseum.org/art/collection/search/3094,,,https://images.metmuseum.org/CRDImages/ad/original/DP208130.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP208130.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,"['Utilitarian Objects', 'Leaves', 'Wreaths', 'Insignia']",Decanter
3095,"67.7.25a, b",[],Boston and Sandwich Glass Company,1825,"American, 1825–1888, Sandwich, Massachusetts",Boston & Sandwich Glass Company,1888,,,Maker,,Sandwich,Glass,"[{'role': 'Maker', 'name': 'Boston &amp; Sandwich Glass Company'}]",United States,,"Funds from various donors, 1967",American,The American Wing,H. 19 in. (48.3 cm),,,Made in,FALSE,TRUE,,,,Blown glass,2019-04-06T05:50:50.487Z,1864,ca. 1867,1867,Decanter,https://www.metmuseum.org/art/collection/search/3095,,,https://images.metmuseum.org/CRDImages/ad/original/DP234606.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/DP234606.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,['Utilitarian Objects'],Decanter
3096,"37.166.1a, b",[],New England Glass Company,1818,"American, East Cambridge, Massachusetts, 1818–1888",New England Glass Company,1888,,Attributed to,Maker,,East Cambridge,Glass,"[{'role': 'Maker', 'name': 'Attributed to New England Glass Company'}, {'role': 'Maker', 'name': 'Possibly Boston &amp; Sandwich Glass Company'}]",United States,,"Gift of Mrs. Bromley Seeley, 1937",American,The American Wing,H. 9 1/2 in. (24.1 cm),,,Made in,FALSE,TRUE,,,,Blown molded lead glass,2019-04-06T05:50:51.487Z,1820,1820–40,1840,Decanter,https://www.metmuseum.org/art/collection/search/3096,,,https://images.metmuseum.org/CRDImages/ad/original/113095.jpg,https://images.metmuseum.org/CRDImages/ad/web-large/113095.jpg,New England,,"Metropolitan Museum of Art, New York, NY",,,Massachusetts,,['Utilitarian Objects'],Decanter
3097,"1987.169a, b",[],Sinclaire H. P.,1904,1904–28,H. P. Sinclaire and Company,1928,,Attributed to,Maker,,Corning,Glass,"[{'role': 'Maker', 'name': 'Attributed to H. P. Sinclaire and Company'}, {'role': 'Maker', 'name': 'Theodore B. Starr'}]",United States,,"Purchase, Mrs. Roger Brunschwig Gift, 1987",American,The American Wing,H. 11 1/2 in. (29.2 cm); Diam. 4 1/2 in. (11.4 cm),,,Made in,FALSE,FALSE,,,,"Blown, cut, and engraved glass; silver",2019-04-06T05:50:52.423Z,1904,1904–7,1907,Decanter,https://www.metmuseum.org/art/collection/search/3097,,,,,Mid-Atlantic,,"Metropolitan Museum of Art, New York, NY",,,New York,,['Utilitarian Objects'],Decanter
